"","A-431","A549","AF22","AN3-CA","ASC diff","ASC TERT1","BEWO","BJ","BJ hTERT+","BJ hTERT+ SV40 Large T+","BJ hTERT+ SV40 Large T+ RasG12V","CACO-2","CAPAN-2","Daudi","EFO-21","fHDF/TERT166","HaCaT","HAP1","HBEC3-KT","HBF TERT88","HDLM-2","HEK 293","HEL","HeLa","Hep G2","HHSteC","HL-60","HMC-1","HSkMC","hTCEpi","hTEC/SVTERT24-B","hTERT-HME1","HUVEC TERT2","K-562","Karpas-707","LHCN-M2","MCF7","MOLT-4","NB-4","NTERA-2","PC-3","REH","RH-30","RPMI-8226","RPTEC TERT1","RT4","SCLC-21H","SH-SY5Y","SiHa","SK-BR-3","SK-MEL-30","T-47d","THP-1","TIME","U-138 MG","U-2 OS","U-2197","U-251 MG","U-266/70","U-266/84","U-698","U-87 MG","U-937","WM-115"
"DRAP1",382.8,151.1,91.9,168.9,61.5,121.5,53.4,420.1,201,284.4,194.6,51.4,217.6,80.3,207.4,299,162.3,37.7,177.3,128,152.1,50.1,122.5,45.5,41.1,133.7,90.8,155.8,79.1,72.4,329.5,169.6,96.7,52.8,149,283.1,167,166.6,125,135.2,418.1,168.7,77.1,168.2,74.9,43.7,118,115.8,125.1,94.4,200,148.6,63.7,276.4,387.6,377.8,712.3,385,128.9,106.5,80,379.3,56.6,547
"RPL18",1224.5,1938.1,761.4,1248,526.5,1052.2,1080.8,531.6,842.4,1184.5,1035.2,1607.9,1112.1,1453.4,605,468.8,998.8,729.7,1023.4,467,812.5,2253.8,662.6,667,1275.2,1299.9,824.3,970.4,1297,1479.6,683.8,701.6,1060.6,946.4,1247.9,675.4,1358.5,1315,8481.8,1229.9,977.8,1545.2,600.1,1284.7,781.8,1355.4,1284.2,1512.6,602.1,1474.8,1488.2,1043.6,1342.5,597,925.2,1086.8,547.5,1209.1,1091.7,1255.3,831.4,577.2,1232.3,1115.6
"ST6GAL1",4.9,5,22.8,16.3,1,0,35.1,1.6,2.6,1.3,2.2,1.6,1.8,180.7,19.2,0,9.6,150.1,11,1.5,11.7,5.9,9.1,0.8,84.2,1.1,19.2,67.4,1.2,22.5,0,10.3,71.4,46.7,17,6.3,8.4,14.4,10.6,51.6,7,37.6,0.5,5.6,8,0.3,44,4.4,1.6,21,50.8,38.7,11.6,27.2,0.2,3.7,0.6,2.1,590.1,742.8,257.3,0.7,37.1,84.4
"KPNA2",446.6,594.6,607.1,230.1,61.1,60.2,375.7,372,275.9,647.7,524.5,376.4,204.4,341,128.2,198.6,244.1,708.4,246.7,768.4,179.7,371,379.5,212.1,299.1,78.8,292.1,245.7,39,46.3,401.5,188.6,567.1,305.9,240,521.7,363.6,370.1,149,416,313,229.4,542.5,182.1,208.3,187.9,286.3,287.3,262.3,589.8,203,431.8,122.6,218,377.6,494,254,496.7,209.9,294.8,325.8,182.7,243.5,415.3
"CTTN",778.5,173.9,62.9,68.3,72.4,114,100.9,157.6,149.9,149.4,123,211.4,192,24.9,169.6,185.9,170.6,79,140.5,113.1,65.3,71.2,3,95.4,82.2,190,0.6,39.6,168.3,97.7,178.1,76.7,114.1,90.9,4.7,133.7,185.7,1.4,8.1,69.5,107.9,0.4,75.8,19.5,136.2,227.2,61.5,94.6,144.2,138.1,242.9,141.7,2.6,140.3,138.8,93.9,205.4,104,11.3,7.3,1.4,274.1,0.7,193.8
"ENO1",3221.9,2812.7,1464.5,1175.5,827.5,938.9,1295.4,1662.7,1736.1,3795,3699.6,1659.6,1802.7,1888.2,2409.7,1826.2,1552.1,2627.2,3698.4,3993.1,1719,2479.7,2011.1,2108.8,1711.8,1514.8,3574.2,1145.7,1009.7,1101.8,3253,3760.4,2208.8,2225.1,710.4,2241.2,1370.3,1369,1491.6,1617.4,2879.6,1585.5,2152,2972.2,3638.6,679.8,2353.5,1323.9,2440.1,2431.4,1876.6,1530.8,890.4,2003.4,2740.5,2615.1,2259.4,2776.1,2154.6,1544.8,2780.8,4225.6,2821.3,2368.7
"RPL26",2454.9,2361.1,2430.4,2730.2,3201.4,5417,2325.6,2016.6,2987.3,3057.5,2407.8,2303.7,1254.2,3540,2532.6,2277.8,2696.4,3309.8,3601.5,3741.1,1709,5318.1,1718.1,1922.4,2214.7,4547,2272.8,2093,4766.5,7271.5,2678.1,6196,3475.8,1995,1036.5,2949.3,1530.3,2552.9,2497.7,2302,1591.1,2862.5,2406,2156.5,3353.3,1717.1,1210.8,2308.1,1363.8,1785.9,4329.8,2301.4,2559,2054.3,1273.6,1654.8,1664,3494.9,863.2,1038.9,1498.6,2055.3,3232.1,1919.9
"CTSC",73.6,76.8,32,63.6,58.8,161.5,209,476.9,660.7,293.3,219.7,191.4,332.3,93.3,276,239.5,117.7,53,171.4,241.7,214.6,85.2,153,156.2,179,95.7,173.7,97.3,234.6,119.9,243.7,380.7,262.4,140.9,109.8,32.5,12.4,79.6,190.2,170.5,240.7,116.5,32.8,161.2,307.5,111.3,10.7,72,100.9,93.1,58.2,26,99.4,126,21.1,202.4,140.2,300.7,49.1,69.2,90.7,55.6,355,120
"LUM",0,0.2,5.4,0,128.2,64,0.5,269.9,1272,11.8,18.8,0,0,0,0,208.2,0.4,0,0,4.2,0,0,0,13.4,0,122.3,0.4,0,92.1,0,26.9,0.6,0,0,0,0.5,0,0,0.3,0.9,0.6,0,0.1,0,0,0,0.3,12.6,0.1,0,6.7,0,0,0,13.1,3.8,10.4,0,0.1,0,0,6.8,0.1,0
"EPAS1",27.9,30.2,2,2.3,105.2,68.9,256.9,83.1,216.2,51.6,58.4,4.8,4.8,0.1,22.4,145.9,13.4,0.7,56.5,39.9,0.8,1.5,0,7.2,48.5,273.4,0.1,17.4,105.1,76.7,108.5,58.1,160.6,2.8,0.1,28.4,21,0.7,0.5,1.3,17.1,0.9,3.5,7.1,26.1,270.2,1.7,72.4,82,131,16.7,11,9.4,274.9,279.3,8.5,35.5,6.9,0.1,0.1,0,202.3,4.2,7.2
"EIF4A2",70.4,36,160.8,24.9,420.2,401.4,48.3,119.8,103.1,136.9,186.6,122,25.3,127.7,726,158.6,117,249.1,43.1,248.7,155.8,116.8,258.9,35.4,136,201.2,49,170.8,281.2,202.4,42.5,269.5,220.6,88.6,210,403.1,10.8,78.8,19,162.2,174.7,113.3,111.7,75.8,220.9,77.1,375.2,68.1,243.9,117.2,235.9,229.4,149.2,158.9,114.3,60.6,104.7,72.6,176,244.7,56.2,77.7,49.7,55.1
"HMGN3",88.5,82,305.9,125.2,83.7,69.9,67.6,58.3,59.8,70.4,107.5,420.9,73.7,0.8,117.3,43.8,56,209.6,56.1,71.8,276.9,156.6,318.8,188.6,182.2,65.6,233.3,45.9,88.3,61.8,50.3,21.3,142.5,189.3,197.8,103.2,70.8,108.9,356.7,227.7,208.2,209.1,457.7,71.9,393.1,115.8,148.3,179.1,139.2,111.9,76.1,80,328.7,61.2,20.6,95.8,68.3,127.6,179.5,260.5,1.3,11.6,0.9,101.5
"HMGN1",397.4,95,363,227.2,45,88.5,249.2,198.6,134.6,208.7,199.6,163.7,315.1,716.2,206.3,167.3,83.7,280.6,236.8,285.7,385.3,265.9,693.2,104.2,175.1,143,548.3,225.9,103,221.3,224.6,210,291.4,551.4,120.6,302.6,424.3,549.6,369.9,687.6,197.6,671.3,194.2,275.5,284.8,166.2,401.4,318.2,543.4,225.6,209.6,379.5,458.8,170.8,107.5,118.6,80.4,198.5,156,244.6,426.3,150.9,572.3,290.7
"HN1",695.2,705.9,395.9,370.4,57.3,59.4,307.4,345.4,98.2,365.9,292.8,531,408.5,159.2,241.2,255,409.9,389.1,365.1,284.8,207.2,435.8,321.8,205.8,435.6,163.3,215.9,291.6,95,172.4,321.2,251.4,606.2,183.9,319.6,303.8,440.6,702.9,167,233.6,938.2,503.6,461.9,240,319.1,392.1,583.3,426.2,621.9,229.2,171.2,771.4,110.7,343.4,220.6,659.1,294.2,398.4,131.6,208.7,227.9,190.2,196.5,257.8
"CORO1C",166,192.8,270.7,129.9,94.4,130.7,117.7,293.8,304.7,415.4,345.6,209.1,72.4,7.8,86.1,428.9,76.3,159.8,185.5,540.5,78.6,66.2,284.8,68.8,133,104,60.1,138.6,126.5,87,507,293.3,196.2,146.1,73,395,53.7,28.9,55.9,71.1,190.3,49.2,154.4,83.7,132,98.9,90.6,70.1,129,11.9,120.5,78.2,38.5,214.7,313.1,171.1,275.7,247.5,75.3,172.8,159.1,238.1,49.9,213.5
"LY6E",74.7,128.6,1.5,63.9,72.8,135.8,175,149.4,265.3,385.6,564.1,2.2,131.8,42.6,110.4,113.8,153.2,44.1,68.4,47.5,37.5,53.7,167.3,45.7,41.3,87.1,12.2,38.9,146.3,25.6,73.6,23.6,29,45.9,113.3,23.5,492.5,38.5,41.6,42.8,89.7,38.3,0.6,104.3,69.3,50,122.3,39.3,218.2,96.2,146.6,158.3,20.5,18.9,25.4,150.8,62.9,0.8,1,5.4,1.1,54.8,40.9,77.7
"LAMA4",0.2,0.1,18.5,0.5,216.1,333,0.2,69.5,39.9,7.6,1.3,0,27.3,0,50.3,111,0.2,3.4,0.3,1.4,0.2,38.9,0,27.6,0,54.1,0.1,0.1,271.2,0,58.8,0.1,340,0.3,0.2,1.2,0,0.1,0.1,0.9,10.9,0.1,0.2,0.2,99.8,1.8,0.4,2,13.4,0.2,49.9,0.1,0,306.5,129.5,7.1,138,23.2,0,0.2,0.1,32.4,0.1,174
"MAGEA4",382.3,0,0,243.7,0,0,0.2,0,0,0,0,0.1,0.2,0,0.4,0,0.6,0,0,0,0.7,0,0,0.1,0,0,0,436.2,0,0,0,0,0,0,1.3,0,0,0.3,0,0.2,0.3,0.1,0,0.1,0,0,0,0,0,0.1,0.8,0.2,2.7,0,0.5,137.8,0,2,80.8,580,0.4,0.6,0.3,0.3
"TYMS",84.8,132.1,295.3,134.8,22.5,38,146.4,188.9,107.7,219.8,273.5,102.8,66.7,107.2,80.6,94.3,37.7,217.6,60.5,196.2,132.1,214.7,228.7,91.7,146.7,6.4,419.9,235.3,35.1,14.2,149.7,35.7,167.2,186.1,167.9,251.2,85,513.7,184.6,108.2,100.4,381.2,260.5,125.9,67.3,67.8,119.3,175,200,64.7,44.6,55.9,160,65.3,267.4,558.6,233.6,365.5,219.2,265.2,234.7,70.3,176.4,312.6
"CKS1B",408.6,572.5,457.6,234.4,44.9,46.8,356.7,179.8,133.2,419.6,349.1,508.8,590.9,316.1,333.7,110,373.7,478.7,218.8,406.9,371.1,275.7,269,187.6,297,16.7,289.5,232.3,28.4,93.5,386.8,408.2,192.1,442.9,419.1,286.9,355.4,276,177.3,589.2,522.7,311.3,369,394.7,122,134.3,221.9,503.7,340.8,224.9,276.1,378.4,338.6,105.3,286.6,314.2,226,424.3,272.3,519.7,427.7,181,239.5,405.3
"TKT",271.8,1392.4,213.2,223.3,322.8,399.8,423.9,173.9,287.9,324.7,322.1,354.4,683.7,277.9,90.9,234.6,388,390.4,555.5,99.4,121.4,192.2,232.9,718.7,442.6,482.2,254.7,147.9,302.5,315.2,418.7,164.2,371.6,167.9,118.1,120,289.8,269.8,225.6,734.2,341,183,95.3,503.5,413.7,414.1,164.5,110,406.1,452.8,290.4,177.1,294.2,273.7,105.7,173,297,329.6,72,132.1,159.2,229.5,249.9,200.7
"NNMT",0.1,27.5,0.1,24.7,102.5,134.5,0,32.6,82.4,56.1,115.5,0,36.6,0,125.4,61.2,0,0,9.9,58.6,0.2,0,0,32,0,170.2,0.2,0.2,300,105.7,42.9,48.3,70,0.5,0,212,0,0,0,0.2,0.7,0,162.9,0,491.7,0,0,0,204,0,0.1,0,0.1,49,34,143.6,50,5.3,0,0,0.1,10.2,0,2.7
"RPL36A",2335.5,1290.3,2104.7,977.1,1762,3205.1,1313,1699.9,1775.9,2401,3809.3,1400.3,1178.9,3679.8,1849.5,1304.2,1555.9,3320.8,2021.1,2583,1690.6,3245.8,2139.8,1671.5,1073.9,3088.7,3480.5,1933.4,3178.6,3760.3,2096.6,2961.5,2025.4,2619.1,1926.2,1757.1,2946.1,1637.7,3287.1,2840,2640.7,1721.7,4506.6,2807.3,1790.8,875,1678.1,3008.4,1992.3,1559.5,2825.6,944.8,3290,1841.9,748.5,1945.1,1975.3,1710.4,1726.6,2424.7,2786.9,917.5,5037.6,821.1
"P4HB",593.6,530.3,207.9,629.8,381.1,454.7,478.3,1094,672.9,513.5,722.3,357.2,509.2,194.6,524,650.2,415.3,241.2,363.9,308.4,164.6,361.9,366.8,406.7,1194.4,610.7,1035.1,569.4,358.3,243.7,443.1,359.9,773.2,263.4,819.5,332.2,476.8,301.2,650.5,165.2,483.1,276.2,363.1,375.6,324.8,646.2,295.9,294.6,684.9,1378.2,528.6,782.9,1018.2,590.6,1015.6,538.1,548.1,530.2,619.6,440.8,176.3,1319.2,386.8,792.7
"CAP1",424,186.6,252.1,141.4,243.1,230.8,366.5,708.7,408.7,431.2,450.9,248.4,440.5,268,314.3,539.4,263.6,318.4,440.3,612,467.2,169.6,527.7,152.1,162,273.2,291.7,1411.7,246.6,224.3,709.2,305.3,330.8,199.7,175.7,585.2,110.6,235.2,129.1,415.2,213.8,199.5,328.5,161.4,371.6,402.3,143.1,268.8,377.9,312.5,449.4,178.4,1464.5,581,388.3,374.1,193.7,596,151,291.1,235.9,505.5,315.8,520
"TK1",371.3,313.4,66.6,79.6,4.5,18.3,42.7,173.9,87.3,279,401.5,254.6,153.3,98.3,66.8,96.7,166.7,64.2,132,149.1,44.3,209.3,217.6,82.8,138.4,1.7,82.5,132.2,9.4,4.4,156.9,16.4,103.4,135.9,211.9,97.1,242,42.1,36.9,35,220.9,127.3,264.3,213.3,60.6,108.1,35.8,94.4,167.6,320.1,45.6,271.7,92.7,47.1,288.4,299.7,196.1,222.3,94.1,48.1,121,140.7,54.1,132.9
"YBX3",106.1,93.9,45.6,139.2,128.2,240.8,322,156.4,127.5,144.7,141.2,151.5,251.2,84.7,57.2,115.4,200.7,204.2,276.7,129.6,1.1,325.7,88.1,98.1,77.2,195.5,141.2,9.5,290.2,354.5,144.7,361.4,302.1,120.3,0.3,140.7,98.5,118.4,96.5,462.7,78.5,74.7,202.6,93.3,159.6,126,66.6,0.3,149.4,103.5,135.2,37.4,93.1,194.7,104.3,309.5,106.3,174.4,0.4,28.2,9.4,142.5,0.1,114.2
"PFKP",277.5,396.5,28.4,0.7,19.4,41.3,359.5,163.4,56,178.1,222.5,383.9,288.6,27,141.6,108.6,222.1,152.8,215.8,193.3,99.3,104.4,122.6,140.6,17.3,55.9,44.3,193.6,19.9,48.1,201.3,76.6,312.4,34.7,0.9,178.8,189.3,152.9,37.7,47.1,140.4,134.3,46.2,106,157.3,97.9,92.5,71.9,145.4,86.1,134.1,89.2,58.1,369.9,127.8,73.1,367.5,176.3,158,140.5,92.7,325.4,82.3,80.2
"ITGA6",67.6,58.6,27.7,46.7,0.9,0.6,146.3,278.4,28.6,30.9,19.9,30.6,126.4,0.5,85.5,68.5,319.9,19.3,511.4,57.6,0.7,15.6,1.7,46.4,41.8,4,17,2.1,4.5,219.8,2.1,235.9,178.8,0.2,3.9,35.2,2.8,4.8,11.7,50.4,51.2,1,80.3,1.1,38.1,85.2,0.9,3.7,64.6,0.1,55.5,12.6,0.9,79.1,45.2,43.3,79.6,47.8,3.5,2.5,1.3,1.5,5.7,186.4
"S100B",0.7,0.2,139.9,0.9,0,0.1,0.6,0,0,0.1,0.1,0.2,0.5,0.3,0.4,0.1,0.9,0,0.2,0.2,0.4,0.7,1.3,0.5,0.3,0,0.4,1.1,0,0.1,0.4,0,0.1,0.2,1.1,0,0.3,0.5,13.7,0.8,0,0.3,0.2,0.5,0,0.1,0.7,3.5,0.2,0,519.7,0.5,0.5,0,1.4,0.8,0,3.6,0.2,0.3,0.2,2,6.8,1274.2
"LSP1",0.3,1.8,0,0,27,92.3,0.4,0,0,0,0,0,0.2,229.4,1.6,0.1,0.3,0,0,0,1037,0,0.4,0,0.2,7.6,0.6,0.8,25.6,0.5,0.2,0.7,0,0.7,143.3,19.9,0,19.9,17.7,0.7,0,1,17.6,322.1,0,0,0.5,4.9,0.6,0.1,0.3,0.4,0.6,0.9,0.9,5.3,0.3,0.6,0.7,0.5,34.3,0.6,154.4,0.3
"CAST",285.3,238.7,43.4,106.6,177.5,335,148.9,192,259.1,165.7,224,54.3,170.3,33.3,197.4,240.5,478.4,86.8,221.6,206.6,281.7,72.9,54.2,186.3,53.6,166.6,31.8,88.7,158.5,202.5,255.9,317.8,168.4,46.2,105.7,182.9,78.4,15.9,0.9,34.4,89.8,16.7,143.1,55.8,267.8,108.1,216.9,47,245.7,94.3,116.6,72.3,28.9,220.7,237.3,106.8,151,192.6,37.3,97.6,15.1,267.5,16.7,67.4
"MX1",15.4,0.6,1.3,1.4,0.7,5.1,0.5,1.1,21.9,786.8,735,4.8,32,0.4,6.8,2.5,1.9,0.8,0.9,16,5.3,0.8,1.5,2.2,1.6,7,0.9,0.7,5.6,1.8,51.1,1.5,2.5,0.2,141.7,0.5,1.5,12.4,2.3,3.3,8.1,13.8,0.6,19.8,2.7,8.9,1.7,0.8,1.1,1.4,205,11.2,4.8,1.7,1.1,1.1,0.4,1,32.9,30.4,1.4,1.3,2.4,2.4
"ITGB5",162.6,413.1,31.6,75.6,202.5,59.7,159.1,164.7,97.4,33.3,55.8,75.8,208.1,0.5,87.3,258.5,129,30.1,72.8,30.1,1.8,18.3,58.8,47,65.9,43.2,0.3,101.6,37.3,16.7,89.8,35.9,100.8,53.2,69.3,103,144.8,0.6,0.7,143.5,46.2,0.3,49.8,48.6,76.4,32.3,1.1,70.6,153.4,158.8,129.5,112.9,2.8,255.5,131.2,209.9,108.6,84.6,12.6,12.7,0.8,135.9,0.6,463.5
"TNFRSF11B",0,0.6,6.9,0,15,3.1,0,369.9,1312.6,19.4,5.7,3.9,0.8,0,108.5,188.6,4,0,0,10.3,0.1,0,0,14,0,2.4,0,0,1.7,0,21.4,0,0.2,0,0,50.7,8.1,0,0,0.7,2.4,0,0.7,0,14.8,0,1.4,0,4,0.1,0,0,0.1,0.7,13.4,7.4,7.8,0.8,0.4,0,0,1.9,0,2.6
"RPL35A",2011.8,616.8,1093.8,924.8,511.9,1086.3,1199.9,917.1,750,1061.9,833,1842.2,833.6,1404.8,3655.6,534.6,1044.9,963.7,722.5,1099.9,414.8,1518,1020.6,756,1039.9,1002.5,1597.6,804.1,1018.2,821,617.7,1303.5,918.6,952.8,1595.1,904.5,2437.2,1047.1,1620.9,1751.7,1519.9,1128.6,922.2,2089.6,970.7,1128.3,1258.7,1047,734.9,1735.1,2243.2,3763.5,2132.2,853,655.6,923.9,922,1709.2,1323.6,1553.5,1763.7,925.9,2407.2,1048.2
"MVP",57,172.2,5.3,5.8,148.1,197,26.2,137.3,215.6,90.2,121.4,24,189.6,8.8,121.6,185.5,72.6,9.7,102,45.1,147,9.2,3.7,54.8,59,163.5,5.3,59.7,269,79.3,215.8,48.4,238.3,4.2,65.6,144.6,25,2.8,10.7,6.4,21.6,13.9,9.3,28.6,176.9,88,26.1,13.1,49.2,44.5,26.5,13.2,15.7,342.9,123.4,65.1,113.1,54.4,54.4,37.9,4.7,286,9.2,26.7
"WARS",80.3,77.8,54.7,301.1,53.8,77.6,85.9,98.3,181.4,228.2,298.5,46.9,71,71.4,100,216.7,135.2,167.5,95,151.4,147.7,42.7,57.7,43.9,47.9,769.7,146.9,89,92,135.2,143,225.6,185.9,183.2,183.5,88.5,134.4,51.4,54.5,56,143.2,48.1,84.5,44.5,90.7,63.7,174.1,91.7,73.8,44.6,909.8,143.5,155.4,121.6,26,61.4,250.4,51.1,376.9,188.6,126.9,286.9,110.8,239.7
"GNAI2",102,56.2,181.2,171.6,151.3,192.4,32.1,210,323.5,326.2,348.8,58,141.2,99,100.3,437.8,80.8,136.4,249,215.5,275.8,42.7,313.3,112.3,74.9,182.1,256.1,391.8,194.6,109.9,318.3,99.4,695.5,21,209.5,295.8,115.6,219.7,219.3,99,222.2,154.9,85.4,141.1,170.9,103.8,52.7,81.7,192.6,40.6,90,80.8,222,597.3,295.9,184,266.5,208.6,139.6,175.3,83.5,331.2,338.8,362.9
"HNRNPA2B1",1637.2,1414.5,2200.9,1560.1,384.7,356.1,993.2,990.8,737.8,1178.7,1107.5,1203,1164.5,2428.5,1027.9,848.9,1124.5,2484.8,1098.7,1711.8,988.8,1346.4,1851.2,1258.5,1195.9,394.2,1783.6,1190.7,352.2,568.1,1209,839,1107.9,2209.5,774.1,1081.2,1155.1,1938.2,1652.5,1979,1104.7,2020.7,1751.9,992.5,1109.8,1282.6,1524.8,1684.5,1493.8,1024.9,672.7,1444.1,1296.6,944.5,697.4,1526.6,901.1,1677.7,1082,2110.9,2215.2,891.7,1971.3,1345.2
"CALR",1572.8,629.1,924.2,1902.7,793.3,725,825,1983,1553.3,1287,1944.7,885.5,1236.1,819.4,1987.5,2126.4,618.1,1066.7,1073,1343.6,797.8,540.3,858.1,565.4,1120.4,2286.3,3082.4,1092.9,702.3,491.5,1286.1,828.1,1409.7,744.8,405.6,949.4,947.1,869.1,1596,835.1,905.2,754.8,767,967.3,921.6,807,417.3,803.4,1542.7,591.6,376.6,994.1,1067.6,1203.4,1130.2,754,1535.4,879.8,532.4,467,789.5,1580.8,1304,1272.6
"SNRPB",656,912.5,351.9,305.4,53.9,97.6,389,273.6,198.8,607.1,513.1,972.5,466.4,401,190.1,147.2,478.3,357.9,427.3,317,215.7,566.8,345.9,135.8,752,230.4,428.6,200.2,117,163.8,533.7,179.4,306.9,482.7,283.4,225.1,396.2,683.7,543.3,790.4,448.6,466.3,353.5,472.5,185.2,312.6,451.3,445.6,419.3,397.2,362.4,464.5,395,209.2,381.1,339.7,319,605.5,249.4,615.8,575.4,127.7,461.5,394.9
"ITM2B",64.9,58,104,183.6,268.7,165.4,150.6,163,196.8,88.4,116.1,37.8,306.1,14.2,150.7,110.2,262.5,59,100.3,77.1,54.1,123.6,126.4,34.7,85.4,141.5,111.4,785.9,103.7,88.1,55.8,47.2,103.5,33,119.1,97.7,38.6,182,194.2,288.5,79.2,92.1,100.8,70.2,965.4,276.7,42.5,149.4,181.5,103.9,78.3,85.2,98.8,164.1,77.8,82.4,96.1,78.9,48.9,44.9,2.2,112.2,62.9,177.3
"CHCHD2",2375.3,422,297.4,579.2,159.7,223.4,214.5,329.9,298.8,458.1,460.1,355.4,388.9,565.1,474.7,186.6,398.5,396.8,306.9,380.6,480.3,641.3,420,262,420.1,362.3,506.1,637.1,207.7,346.1,370.2,345.5,311.2,893.2,335.1,338.9,287.8,691.6,1240.1,651.8,680.9,523.6,283.7,905,334.4,278.7,671.7,753,326.5,560.4,384.9,804.2,603.8,245.4,297.7,737.1,1174,481.3,326.3,456.7,966.5,464.7,529.5,377.8
"FAM129B",116.7,135.1,29.5,36.4,60.3,119.1,133.3,219,194.4,130.4,84.1,39.7,126.1,0.2,94.5,228.9,191.8,26.8,137.6,44.6,23.5,25.5,20.4,147.6,34.1,145.4,0.8,54.5,136.1,85.3,231.4,62.1,178.4,38.8,0.9,224.3,119.9,1.3,23.7,30.8,180.2,14.6,96.7,48.6,91.3,84,55.8,23.4,224.5,111.5,72.1,92.2,5,227.6,141,65.3,169.1,179.4,1.9,3.6,0.3,394.1,16.9,266.9
"SERINC2",71.5,17.4,16.4,49.8,24.1,33.4,43.9,130.1,92.3,9.3,12.1,24,253.3,38.5,186.3,113,290.8,2.2,373.3,1.9,4.8,11.4,0,11.4,10.6,33.3,0.3,53.2,31.6,209.5,62.7,104.5,5.3,2.2,0.3,14.3,10.2,1.5,1.2,17.2,37.1,0.3,31.7,12.7,41,285.7,8.5,42.5,41.8,220.1,4.9,161.7,6.3,31.3,2.6,12.9,1.6,2.7,2.1,1.4,1.7,1.3,1.2,12.7
"ACTA2",3.4,17.1,48.7,95,135.9,273.9,9.1,92.5,110.9,11,44.2,0,7.7,5.2,10.9,496.7,1.2,1.8,18.2,10.9,56,10.3,0.3,3.9,80.8,525.6,0.6,2.8,250.7,32.4,73.9,21.9,9.4,0,5.1,107.2,8.2,0.8,17.9,2.5,1.1,1.3,0.2,3,20.3,4,0.8,8.1,10.8,5.9,0.8,30.4,0.7,22.7,23.6,4.1,28.1,7.6,16,1.1,0.4,28.8,8,25.7
"SLC9A3R1",89,74.7,39.8,38.9,16.4,12.2,174.4,20.3,18.2,56.1,56.7,214.2,52.4,15.9,22.7,39.8,126.2,71.9,33.2,27.4,25.2,61.4,149.9,148.4,236.9,40.8,87.5,95.6,10.4,18.4,48,15.8,42,48.2,83.2,78.1,437.6,209.2,155.6,36.1,44.9,25.7,43.9,70.1,63,57.1,40.7,48.4,26.7,337.1,40.6,820.1,58.6,13.8,18.4,56.5,40.9,33.1,152,67.5,27.8,29.6,113.4,11.1
"PTN",0.9,0,1551.5,17.9,0.2,0.6,126.2,34.9,99.2,21.2,30.4,0.3,0.1,0,0.1,42.3,0.8,0,0,16.5,0,1.1,0,0,0,5.9,0,0.5,1.2,0,15.2,0.1,0,0,5.4,5.2,0,0,0.3,121.9,1,0.1,2.5,0.2,0.5,0,8.7,113.1,0,0,0.2,0.1,0.1,0,33.7,31.8,1.5,74.7,0.5,0,0,106.8,0,5.7
"DBI",473,252,550.4,238.5,919.9,794.9,338.6,237.8,576,360.6,727.3,481.7,376.4,533.9,294.7,341.4,245.3,408.7,421.6,334.7,461.9,240.3,574.9,189.2,526.3,282,163.2,2179.9,471.1,271.5,596.6,171.1,387.2,68.6,488.3,465.6,427.5,349,370,370.2,398.6,143.3,524.6,453.3,710.9,651,310.1,223.4,249.7,410.3,471.6,317.6,641.8,270.7,256,345.8,268.6,285.4,168.7,118.1,417.7,357.8,286.1,310.9
"MCL1",129.2,67.3,134.5,75.9,184.4,196.9,179.1,149.6,146.5,169.5,142.2,77.2,103.8,133.5,95.9,99.1,171.2,107.8,152,176,144.1,65.8,69.1,80.1,73.8,177.5,103.9,146.5,112.8,172.3,178.3,265,169.5,156.2,188.7,200.9,124.3,51.9,62.7,250.9,120.5,89.1,106.1,68,152.2,83.9,124.4,150.7,133.6,127.2,178.6,101.1,133.3,205.2,113.6,125.8,68.8,186.2,254.3,293.2,3345.2,193.3,79.9,152.2
"RPS26",555.4,691.8,842.4,295.9,791.7,1189,823.7,535.2,755.4,956.8,580.7,979.3,247.8,1005.2,361.2,519.8,258.3,997.9,389.4,676.1,519,1423,665.1,340.1,485.7,892.7,388.5,344.3,753.4,1230.8,544,471.3,662.7,460.5,328.6,703.9,752.2,296.2,559.1,839.1,1587,451.5,246.4,605,652.4,505.4,374.8,586.3,260.2,405,282.4,450,362.2,212.1,251.3,544,305,425.7,281.4,558.5,520.5,278,751.7,329.6
"PLAUR",73,25.9,25.2,1.9,15.5,55.5,15,144.8,140.3,98.4,128.2,2.1,84.2,2.1,40,82.7,31,7.2,30.6,113.3,5.2,4.9,14.2,28.8,2.4,24,14.9,170.7,59.8,6,280.7,32.2,98.9,14.6,2.4,85.9,4.6,16.5,31.8,8.5,56.6,21.5,16.5,4.2,25,3.3,1.8,23.3,81,13,17.8,3.2,39.1,100,228.4,124.3,99.7,341.1,2.8,6.2,0.5,336.6,26.6,338.6
"GAS6",132.7,6,4.4,3.5,117.1,66.3,17.9,295,407.1,132.7,165.2,8,62.8,1,10.7,122.8,123.5,2.5,56.1,34.9,0.2,18.5,0.9,7.2,0.7,102.1,0.7,1.5,206.1,32.7,39.5,30.2,4.5,2.3,57.9,194.4,5.7,0.6,0.9,9.6,9.2,4.1,0.1,339.8,39.4,1.5,27.8,22.8,40.9,0.9,0.3,43.5,81.1,67.1,36.6,48.1,4.2,82.9,0.1,5.6,1,41.2,2.8,5.8
